,price,Year,Hand,Kilometer,Area,Gearbox,Engine capcity,Color,manufacturer,type
4287,22000.0,2014.0,3.0,203000.0, נתניה והסביבה,אוטומטית,1197.0,             כסוף מטאלי,סקודה, פאביה
4288,24000.0,2012.0,2.0,127500.0, מושבים בצפון,ידנית,1390.0,             אפור מטאלי,סקודה, פאביה
4290,13500.0,2011.0,2.0,192000.0, באר שבע והסביבה,אוטומטית,1197.0,             כחול בהיר,סקודה, פאביה
4291,65000.0,2015.0,2.0,87000.0, באר שבע והסביבה,אוטומטית,1197.0,             כסוף מטאלי,סקודה, פאביה
4292,17000.0,2011.0,2.0,185000.0, רמלה - לוד,ידנית,1197.0,             כחול בהיר,סקודה, פאביה
4293,46000.0,2018.0,1.0,64000.0, יישובי השומרון,ידנית,999.0,             כסוף מטאלי,סקודה, פאביה
4294,19000.0,2009.0,2.0,217000.0, עמק יזרעאל,ידנית,1422.0,             כסוף מטאלי,סקודה, פאביה
4295,30000.0,2014.0,1.0,194000.0, רעננה - כפר סבא,ידנית,1390.0,             כחול מטאלי,סקודה, פאביה
4297,16500.0,2012.0,1.0,150000.0, עכו - נהריה,ידנית,1390.0,             כחול בהיר,סקודה, פאביה
4298,23000.0,2014.0,2.0,196000.0, באר שבע והסביבה,אוטומטית,1197.0,             לבן,סקודה, פאביה
4299,36500.0,2014.0,3.0,98000.0, מודיעין והסביבה,אוטומטית,1197.0,             אפור מטאלי,סקודה, פאביה
4300,23000.0,2012.0,2.0,198000.0, נס ציונה - רחובות,אוטומטית,1197.0,             ירוק מטאלי,סקודה, פאביה
4301,14006.0,2010.0,2.0,179000.0, באר שבע והסביבה,ידנית,1197.0,             אפור מטאלי,סקודה, פאביה
4302,48000.0,2016.0,1.0,120000.0, מושבים בצפון,אוטומטית,1197.0,             כחול,סקודה, פאביה
4303,14000.0,2010.0,6.0,306000.0, באר שבע והסביבה,אוטומטית,1598.0,             כסוף מטאלי,סקודה, פאביה
4304,27000.0,2013.0,2.0,174000.0, בקעת אונו,אוטומטית,1197.0,             ירוק בהיר,סקודה, פאביה
4305,58000.0,2016.0,1.0,117000.0, מושבים בצפון,אוטומטית,1197.0,             אפור מטאלי,סקודה, פאביה
4306,38000.0,2016.0,2.0,161000.0, באר שבע והסביבה,אוטומטית,1197.0,             לבן שנהב,סקודה, פאביה
4307,41000.0,2015.0,1.0,143000.0, חיפה וחוף הכרמל,אוטומטית,1197.0,             לבן פנינה,סקודה, פאביה
4308,65000.0,2017.0,1.0,32000.0, באר שבע והסביבה,אוטומטית,1197.0,             אדום,סקודה, פאביה
4309,22000.0,2014.0,1.0,190000.0, זכרון - בנימינה,ידנית,1390.0,             שחור,סקודה, פאביה
4310,20000.0,2013.0,2.0,139000.0, מושבים בצפון,ידנית,1390.0,             אפור,סקודה, פאביה
4311,32000.0,2014.0,2.0,118000.0, פתח תקוה והסביבה,אוטומטית,1197.0,             כסוף,סקודה, פאביה
4312,58000.0,2019.0,2.0,1070.0, רעננה - כפר סבא,ידנית,999.0,             כסוף מטאלי,סקודה, פאביה
4313,43000.0,2015.0,1.0,140000.0, טבריה והסביבה,אוטומטית,1197.0,             כחול,סקודה, פאביה
4314,20000.0,2009.0,4.0,128000.0, מושבים בצפון,ידנית,1598.0,             אדום,סקודה, פאביה
4315,15000.0,2011.0,2.0,260000.0, גליל ועמקים,אוטומטית,1197.0,             תכלת מטאלי,סקודה, פאביה
4317,21320.0,2013.0,4.0,97000.0, יישובי השומרון,ידנית,1390.0,             שחור,סקודה, פאביה
4318,53000.0,2016.0,2.0,165000.0, עכו - נהריה,אוטומטית,1197.0,             לבן פנינה,סקודה, פאביה
4319,33000.0,2013.0,2.0,105000.0, אשדוד - אשקלון,אוטומטית,1197.0,             כסוף,סקודה, פאביה
4320,7000.0,2008.0,3.0,220000.0, רמלה - לוד,אוטומטית,1598.0,             בורדו,סקודה, פאביה
4322,5000.0,2009.0,2.0,240000.0, יישובי השומרון,אוטומטית,1598.0,             ברונזה,סקודה, פאביה
4323,14000.0,2009.0,2.0,233000.0, ירושלים והסביבה,אוטומטית,1598.0,             כסוף,סקודה, פאביה
4324,20000.0,2014.0,2.0,160000.0, בית שמש והסביבה,אוטומטית,1197.0,             לבן,סקודה, פאביה
4325,56000.0,2018.0,2.0,103000.0, מושבים בשרון,אוטומטית,999.0,             אפור מטאלי,סקודה, פאביה
4326,25000.0,2011.0,5.0,164000.0, באר שבע והסביבה,אוטומטית,1197.0,             אדום,סקודה, פאביה
4327,3000.0,2005.0,6.0,300000.0, באר שבע והסביבה,ידנית,1896.0,             אפור עכבר,סקודה, פאביה
4328,60000.0,2016.0,2.0,120000.0, מושבים בצפון,אוטומטית,1197.0,             אפור מטאלי,סקודה, פאביה
4330,5500.0,2008.0,2.0,335557.0, אשדוד - אשקלון,אוטומטית,1598.0,             כסוף מטאלי,סקודה, פאביה
4331,25200.0,2014.0,2.0,135000.0, יישובי השומרון,ידנית,1390.0,             תכלת מטאלי,סקודה, פאביה
4332,25000.0,2010.0,3.0,158400.0, ירושלים והסביבה,אוטומטית,1197.0,             ברונזה,סקודה, פאביה
4333,55000.0,2016.0,2.0,81000.0, רמת השרון - הרצליה,אוטומטית,1197.0,             לבן,סקודה, פאביה
4334,20000.0,2012.0,3.0,185000.0, עכו - נהריה,אוטומטית,1197.0,             ירוק,סקודה, פאביה
4336,30000.0,2010.0,2.0,129000.0, תל אביב,אוטומטית,1197.0,             שחור מטאלי,סקודה, פאביה
4337,7500.0,2011.0,2.0,260000.0, רמת השרון - הרצליה,ידנית,1390.0,             ירוק,סקודה, פאביה
4338,54000.0,2016.0,1.0,113000.0, נתניה והסביבה,אוטומטית,1197.0,             כחול כהה מטאלי,סקודה, פאביה
4340,30000.0,2014.0,3.0,100000.0, בית שמש והסביבה,ידנית,1390.0,             ירוק מטאלי,סקודה, פאביה
4341,70000.0,2017.0,3.0,39000.0, אשדוד - אשקלון,אוטומטית,1197.0,             לבן,סקודה, פאביה
4342,11000.0,2010.0,5.0,240000.0, מושבים בדרום,ידנית,1390.0,             אפור מטאלי,סקודה, פאביה
4343,30000.0,2014.0,3.0,92000.0, מושבים בשפלה,אוטומטית,1197.0,             לבן,סקודה, פאביה
4344,8500.0,2005.0,3.0,303000.0, יישובי השומרון,ידנית,1390.0,             אפור עכבר,סקודה, פאביה
4345,19900.0,2013.0,2.0,192500.0, יישובי השומרון,ידנית,1390.0,             חום מטאלי,סקודה, פאביה
4347,12500.0,2012.0,3.0,270000.0, מודיעין והסביבה,ידנית,1390.0,             בורדו מטאלי,סקודה, פאביה
4348,27000.0,2011.0,1.0,113180.0, חיפה וחוף הכרמל,אוטומטית,1197.0,             אפור מטאלי,סקודה, פאביה
4349,12500.0,2011.0,2.0,220000.0, יישובי השומרון,ידנית,1197.0,             אפור מטאלי,סקודה, פאביה
4350,20000.0,2012.0,3.0,111000.0, ירושלים והסביבה,ידנית,1390.0,             שחור מטאלי,סקודה, פאביה
4351,81000.0,2020.0,1.0,30000.0, הוד השרון והסביבה,ידנית,999.0,             לבן,סקודה, פאביה
4352,14000.0,2011.0,5.0,207000.0, מושבים בצפון,ידנית,1390.0,             שחור,סקודה, פאביה
4353,99000.0,2021.0,1.0,28000.0, קריות,אוטומטית,999.0,             אפור מטאלי,סקודה, פאביה
4354,16000.0,2011.0,4.0,216000.0, מושבים בצפון,ידנית,1390.0,             אפור מטאלי,סקודה, פאביה
4355,7000.0,2006.0,2.0,200000.0, ירושלים והסביבה,ידנית,1390.0,             כחול כהה,סקודה, פאביה
4356,67000.0,2016.0,1.0,95000.0, כרמיאל והסביבה,אוטומטית,1197.0,             בורדו מטאלי,סקודה, פאביה
4357,26800.0,2011.0,4.0,184000.0, מושבים בצפון,ידנית,1197.0,             אפור מטאלי,סקודה, פאביה
4358,7000.0,2005.0,2.0,270000.0, ירושלים והסביבה,ידנית,1390.0,             אדום,סקודה, פאביה
4359,40000.0,2015.0,3.0,155000.0, תל אביב,אוטומטית,1197.0,             לבן,סקודה, פאביה
4361,11000.0,2011.0,4.0,194000.0, עכו - נהריה,אוטומטית,1600.0,             ,שברולט, קרוז
4362,111000.0,2018.0,1.0,100000.0, נס ציונה - רחובות,אוטומטית,1500.0,             לבן,שברולט, אקווינוקס
4363,6500.0,2009.0,2.0,244000.0, באר שבע והסביבה,אוטומטית,1600.0,             לבן,שברולט, אופטרה
4364,25000.0,2014.0,1.0,300000.0, עכו - נהריה,אוטומטית,1400.0,             כסוף,שברולט, קרוז
4365,124000.0,2018.0,1.0,22000.0, חיפה וחוף הכרמל,אוטומטית,1490.0,             שחור,שברולט, אקווינוקס
4366,21000.0,2008.0,1.0,220000.0, באר שבע והסביבה,אוטומטית,3500.0,             כחול כהה מטאלי,שברולט, מאליבו
4367,27000.0,2015.0,2.0,69000.0, חיפה וחוף הכרמל,ידנית,1200.0,             שחור מטאלי,שברולט, ספארק
4368,59000.0,2017.0,1.0,23500.0, חיפה וחוף הכרמל,אוטומטית,1399.0,             אפור מטאלי,שברולט, ספארק
4369,105000.0,2019.0,1.0,55000.0, באר שבע והסביבה,אוטומטית,1400.0,             לבן,שברולט, טראקס
4370,49000.0,2017.0,1.0,39000.0, חולון - בת ים,אוטומטית,1399.0,             לבן,שברולט, ספארק
4371,16000.0,2013.0,3.0,150000.0, פתח תקוה והסביבה,ידנית,1200.0,             אפור מטאלי,שברולט, ספארק
4372,16000.0,2013.0,3.0,149.0, רמלה - לוד,אוטומטית,1600.0,             כסוף מטאלי,שברולט, קרוז
4373,38000.0,2014.0,2.0,132000.0, נתניה והסביבה,אוטומטית,1400.0,             ,שברולט, אורלנדו
4374,14000.0,2009.0,3.0,203000.0, בקעת אונו,אוטומטית,3500.0,             ירוק בקבוק,שברולט, מאליבו
4375,16500.0,2011.0,5.0,117000.0, חדרה וישובי עמק חפר,ידנית,1200.0,             ירוק מטאלי,שברולט, ספארק
4376,14000.0,2012.0,3.0,113500.0, עמק יזרעאל,ידנית,1200.0,             ירוק,שברולט, ספארק
4377,11000.0,2011.0,4.0,200000.0, עכו - נהריה,אוטומטית,1598.0,             ,שברולט, קרוז
4378,2000.0,2006.0,3.0,260.0, כרמיאל והסביבה,אוטומטית,1399.0,             כחול בהיר מטאלי,שברולט, אבאו
4379,5700.0,2008.0,4.0,179000.0, חיפה וחוף הכרמל,אוטומטית,1598.0,             לבן,שברולט, אופטרה
4380,55000.0,2018.0,2.0,117000.0," ראשל""צ והסביבה",אוטומטית,1399.0,             אפור מטאלי,שברולט, קרוז
4381,70000.0,2020.0,1.0,27000.0, תל אביב,אוטומטית,1399.0,             כתום,שברולט, ספארק
4382,85000.0,2018.0,2.0,55000.0, קריות,אוטומטית,1490.0,             אפור עכבר,שברולט, מאליבו
4383,105000.0,2016.0,4.0,120000.0, מושבים בדרום,אוטומטית,3564.0,             לבן מטאלי,שברולט, אימפלה
4384,100000.0,2016.0,3.0,140000.0, גדרה יבנה והסביבה,אוטומטית,3564.0,             שחור מטאלי,שברולט, אימפלה
4385,27000.0,2015.0,2.0,116111.0, רעננה - כפר סבא,אוטומטית,1362.0,             כסף מטלי,שברולט, קרוז
4386,20000.0,2015.0,2.0,116000.0," ראשל""צ והסביבה",אוטומטית,1362.0,             שחור מטאלי,שברולט, קרוז
4387,35000.0,2016.0,2.0,127800.0, באר שבע והסביבה,אוטומטית,1399.0,             לבן,שברולט, ספארק
4388,16000.0,2014.0,3.0,150000.0, חיפה וחוף הכרמל,ידנית,1206.0,             כסוף,שברולט, ספארק
4389,83000.0,2015.0,2.0,150000.0, חולון - בת ים,אוטומטית,3564.0,             כחול כהה מטאלי,שברולט, אימפלה
4390,11500.0,2012.0,3.0,153000.0, חיפה וחוף הכרמל,אוטומטית,1598.0,             שחור מטאלי,שברולט, סוניק
4391,7000.0,2011.0,2.0,160000.0, מושבים בצפון,אוטומטית,1598.0,             כסוף,שברולט, קרוז
4392,13600.0,2008.0,1.0,198000.0," ראשל""צ והסביבה",אוטומטית,2492.0,             שמפניה,שברולט, אפיקה
4393,21500.0,2010.0,5.0,162000.0, עכו - נהריה,אוטומטית,3500.0,             כחול כהה מטאלי,שברולט, מאליבו
4395,12500.0,2011.0,3.0,174500.0, ירושלים והסביבה,אוטומטית,1598.0,             לבן,שברולט, קרוז
4396,30000.0,2014.0,2.0,145000.0, קריות,אוטומטית,1364.0,             לבן פנינה,שברולט, סוניק
4397,50000.0,2014.0,3.0,95000.0, רמת גן - גבעתיים,אוטומטית,1998.0,             שחור מטאלי,שברולט, מאליבו
4398,10500.0,2006.0,3.0,163000.0, רעננה - כפר סבא,אוטומטית,3498.0,             זהב מטאלי,שברולט, מאליבו
4399,115000.0,2018.0,2.0,38000.0, באר שבע והסביבה,אוטומטית,1490.0,             כסוף מטאלי,שברולט, אקווינוקס
4400,11300.0,2012.0,2.0,205000.0, חולון - בת ים,אוטומטית,1398.0,             כחול,שברולט, סוניק
4401,29000.0,2013.0,3.0,122000.0, עכו - נהריה,אוטומטית,1598.0,             לבן,שברולט, סוניק
4402,118000.0,2017.0,1.0,59000.0, באר שבע והסביבה,אוטומטית,3564.0,             כסוף,שברולט, אימפלה
4403,7000.0,2009.0,3.0,214000.0, יישובי השומרון,אוטומטית,1598.0,             כחול כהה מטאלי,שברולט, אופטרה
4404,8500.0,2003.0,3.0,115000.0, רמת גן - גבעתיים,אוטומטית,2198.0,             כסוף מטאלי,שברולט, קוואליר
4405,23000.0,2013.0,2.0,175000.0, ירושלים והסביבה,אוטומטית,1598.0,             לבן מטאלי,שברולט, סוניק
4406,5000.0,2010.0,2.0,141558.0, באר שבע והסביבה,אוטומטית,1598.0,             אפור עכבר,שברולט, קרוז
4407,17000.0,2010.0,3.0,189000.0, תל אביב,אוטומטית,1796.0,             אפור מטאלי,שברולט, קרוז
4408,11500.0,2011.0,3.0,165000.0, רמת גן - גבעתיים,ידנית,1206.0,             כחול,שברולט, ספארק
4409,13000.0,2009.0,3.0,135000.0," ראשל""צ והסביבה",אוטומטית,1598.0,             אפור מטאלי,שברולט, קרוז
4410,34500.0,2014.0,4.0,65000.0, תל אביב,אוטומטית,1364.0,             אפור מטאלי,שברולט, סוניק
4411,7000.0,2009.0,4.0,140000.0, ירושלים והסביבה,אוטומטית,1598.0,             לבן,שברולט, אופטרה
4412,180000.0,2019.0,1.0,29500.0, חיפה וחוף הכרמל,אוטומטית,3564.0,             לבן,שברולט, אימפלה
4414,6000.0,2006.0,4.0,202500.0, מושבים בשפלה,אוטומטית,1598.0,             ברונזה,שברולט, אופטרה
4415,9500.0,2009.0,1.0,177000.0, עכו - נהריה,אוטומטית,1399.0,             אפור מטאלי,שברולט, אבאו
4416,13000.0,2009.0,4.0,170000.0, חיפה וחוף הכרמל,אוטומטית,1796.0,             ברונזה,שברולט, קרוז
4417,17000.0,2013.0,2.0,180000.0, באר שבע והסביבה,אוטומטית,1796.0,             אפור מטאלי,שברולט, קרוז
4418,5000.0,2005.0,3.0,183000.0, פתח תקוה והסביבה,אוטומטית,1598.0,             כסוף,שברולט, אופטרה
4419,82000.0,2017.0,3.0,55000.0, עכו - נהריה,אוטומטית,1490.0,             לבן,שברולט, מאליבו
4420,8000.0,2008.0,3.0,219000.0, זכרון - בנימינה,אוטומטית,1399.0,             כסוף מטאלי,שברולט, אבאו
4422,18000.0,2012.0,1.0,200000.0, אשדוד - אשקלון,אוטומטית,1362.0,             שחור מטאלי,שברולט, קרוז
4424,19900.0,2011.0,2.0,146000.0," ראשל""צ והסביבה",אוטומטית,2384.0,             כחול כהה מטאלי,שברולט, מאליבו
4425,33000.0,2014.0,2.0,144000.0, ירושלים והסביבה,אוטומטית,1364.0,             לבן פנינה,שברולט, סוניק
4426,15900.0,2014.0,2.0,80000.0, תל אביב,ידנית,995.0,             אפור,שברולט, ספארק
4427,60000.0,2017.0,1.0,45000.0, רמת השרון - הרצליה,אוטומטית,1399.0,             אפור,שברולט, קרוז
4429,19500.0,2013.0,2.0,141000.0, ירושלים והסביבה,אוטומטית,1598.0,             אפור,שברולט, סוניק
4430,75000.0,2018.0,2.0,105000.0, מושבים בשרון,אוטומטית,1490.0,             לבן פנינה,שברולט, מאליבו
4432,16000.0,2011.0,4.0,90000.0, תל אביב,אוטומטית,1600.0,             כסוף מטאלי,שברולט, קרוז
4433,19000.0,2013.0,2.0,150000.0, פתח תקוה והסביבה,ידנית,1206.0,             כסוף,שברולט, ספארק
4434,8000.0,2008.0,2.0,147000.0, נתניה והסביבה,אוטומטית,1600.0,             כסוף,שברולט, אופטרה
4435,40000.0,2014.0,2.0,200000.0, חיפה וחוף הכרמל,אוטומטית,3564.0,             לבן פנינה,שברולט, אימפלה
4436,14000.0,2014.0,3.0,130000.0, עכו - נהריה,אוטומטית,1598.0,             אפור עכבר,שברולט, קרוז
4437,42900.0,2014.0,2.0,185000.0, חיפה וחוף הכרמל,אוטומטית,1362.0,             כסוף מטאלי,שברולט, אורלנדו
4439,53900.0,2018.0,2.0,46000.0, נתניה והסביבה,אוטומטית,1399.0,             לבן,שברולט, ספארק
4440,31000.0,2014.0,2.0,102000.0, באר שבע והסביבה,אוטומטית,1598.0,             אפור מטאלי,שברולט, סוניק
4441,41000.0,2014.0,2.0,189000.0, אילת והערבה,אוטומטית,1998.0,             בז’ מטאלי,שברולט, מאליבו
4442,33000.0,2014.0,3.0,69360.0, מושבים בשרון,אוטומטית,1364.0,             אפור מטאלי,שברולט, סוניק
4444,15000.0,2013.0,2.0,144000.0, רמת השרון - הרצליה,ידנית,1206.0,             תכלת,שברולט, ספארק
4445,10000.0,2012.0,2.0,171820.0, מושבים בצפון,אוטומטית,1598.0,             אפור,שברולט, קרוז
4446,4000.0,2009.0,2.0,230000.0," ראשל""צ והסביבה",אוטומטית,1598.0,             שחור,שברולט, קרוז
4447,7480.0,2009.0,3.0,150000.0, רמת גן - גבעתיים,אוטומטית,1598.0,             כחול מטאלי,שברולט, אופטרה
4448,280000.0,2020.0,1.0,16000.0, מושבים בצפון,אוטומטית,3638.0,             שחור מטאלי,שברולט, קאמארו
4450,38000.0,2016.0,2.0,120000.0, תל אביב,אוטומטית,1399.0,             אפור עכבר,שברולט, ספארק
4452,34000.0,2014.0,2.0,73000.0, עמק יזרעאל,אוטומטית,1598.0,             תכלת,שברולט, סוניק
4453,15000.0,2014.0,2.0,150000.0, גליל ועמקים,ידנית,995.0,             ירוק,שברולט, ספארק
4454,3500.0,2011.0,2.0,250000.0, יישובי השומרון,אוטומטית,1598.0,             לבן,שברולט, קרוז
4455,10900.0,2009.0,2.0,108000.0, ירושלים והסביבה,אוטומטית,1598.0,             כחול מטאלי,שברולט, קרוז
4457,104000.0,2019.0,3.0,49000.0, ירושלים והסביבה,אוטומטית,1490.0,             לבן מטאלי,שברולט, מאליבו
4458,11000.0,2009.0,3.0,150000.0, רמת גן - גבעתיים,אוטומטית,1598.0,             זהב,שברולט, קרוז
4459,12500.0,2010.0,3.0,103000.0, באר שבע והסביבה,אוטומטית,1598.0,             לבן,שברולט, קרוז
4461,149900.0,2018.0,3.0,58000.0, אשדוד - אשקלון,אוטומטית,3564.0,             כחול כהה מטאלי,שברולט, אימפלה
4462,174000.0,2016.0,4.0,68000.0, תל אביב,אוטומטית,3649.0,             לבן מטאלי,שברולט, קאמארו
4463,66000.0,2020.0,1.0,12960.0, פתח תקוה והסביבה,אוטומטית,1399.0,             שחור מטאלי,שברולט, ספארק
4465,50000.0,2016.0,2.0,86000.0, נס ציונה - רחובות,אוטומטית,1399.0,             שחור מטאלי,שברולט, ספארק
4466,17000.0,2009.0,3.0,182000.0, חולון - בת ים,אוטומטית,3500.0,             ירוק,שברולט, מאליבו
4467,58500.0,2017.0,1.0,71000.0, מודיעין והסביבה,אוטומטית,1399.0,             שחור מטאלי,שברולט, ספארק
4468,53000.0,2017.0,2.0,100000.0, בית שמש והסביבה,אוטומטית,1399.0,             אדום,שברולט, ספארק
4470,24000.0,2014.0,3.0,120000.0, ירושלים והסביבה,אוטומטית,1598.0,             שחור,שברולט, סוניק
4471,5200.0,2005.0,4.0,240000.0, מושבים בצפון,ידנית,1399.0,             כסף מטלי,שברולט, אבאו
4472,19500.0,2012.0,3.0,208000.0, מושבים בשפלה,אוטומטית,1998.0,             כחול כהה,שברולט, אורלנדו
4473,5500.0,2008.0,2.0,180000.0," ראשל""צ והסביבה",אוטומטית,1399.0,             כסוף,שברולט, אבאו
4474,70000.0,2020.0,1.0,47000.0, מודיעין והסביבה,אוטומטית,1399.0,             לבן מטאלי,שברולט, ספארק
4476,63500.0,2019.0,2.0,30000.0, רמת השרון - הרצליה,אוטומטית,1399.0,             כסוף מטאלי,שברולט, ספארק
4477,83500.0,2021.0,1.0,7100.0, ירושלים והסביבה,אוטומטית,1399.0,             לבן,שברולט, ספארק
4479,21000.0,2014.0,1.0,99800.0," ראשל""צ והסביבה",ידנית,1206.0,             שחור מטאלי,שברולט, ספארק
4480,8000.0,2009.0,4.0,180000.0, חולון - בת ים,אוטומטית,1598.0,             שחור מטאלי,שברולט, אופטרה
4481,24350.0,2012.0,1.0,17000.0, חיפה וחוף הכרמל,אוטומטית,1598.0,             אפור,שברולט, קרוז
4482,14000.0,2012.0,4.0,140000.0, גליל ועמקים,ידנית,1206.0,             ירוק מטאלי,שברולט, ספארק
4483,20000.0,2014.0,2.0,200000.0, ירושלים והסביבה,ידנית,1206.0,             אפור מטאלי,שברולט, ספארק
4484,14100.0,2008.0,4.0,20800.0, נס ציונה - רחובות,אוטומטית,3510.0,             אפור מטאלי,שברולט, מאליבו
4485,51500.0,2018.0,2.0,58500.0, נס ציונה - רחובות,אוטומטית,1399.0,             לבן מטאלי,שברולט, ספארק
4486,22000.0,2014.0,4.0,99000.0, רמת גן - גבעתיים,אוטומטית,1598.0,             שחור מטאלי,שברולט, קרוז
4488,7500.0,2008.0,1.0,139000.0, עכו - נהריה,אוטומטית,1399.0,             אדום,שברולט, אבאו
4490,85000.0,2021.0,1.0,585.0, אשדוד - אשקלון,אוטומטית,1399.0,             שחור מטאלי,שברולט, ספארק
4491,7000.0,2008.0,2.0,210000.0, נתניה והסביבה,אוטומטית,1598.0,             זהב,שברולט, אופטרה
4493,8000.0,2012.0,3.0,170000.0, כרמיאל והסביבה,אוטומטית,1598.0,             שחור,שברולט, קרוז
4494,11400.0,2011.0,3.0,195000.0, אשדוד - אשקלון,אוטומטית,1598.0,             שחור,שברולט, קרוז
4495,9000.0,2011.0,2.0,165000.0, מושבים בצפון,אוטומטית,1598.0,             אפור מטאלי,שברולט, קרוז
4496,5800.0,2008.0,3.0,233000.0, עכו - נהריה,אוטומטית,1399.0,             שחור מטאלי,שברולט, אבאו
4498,37900.0,2016.0,2.0,105000.0, ירושלים והסביבה,אוטומטית,1399.0,             לבן,שברולט, ספארק
4499,14700.0,2013.0,3.0,130000.0, מושבים בשפלה,ידנית,1206.0,             אדום,שברולט, ספארק
4500,169000.0,2020.0,1.0,69000.0, חדרה וישובי עמק חפר,אוטומטית,3564.0,             שחור מטאלי,שברולט, אימפלה
4501,13000.0,2011.0,3.0,68000.0, מושבים בצפון,אוטומטית,1598.0,             תכלת מטאלי,שברולט, קרוז
4504,80000.0,2021.0,1.0,9000.0," ראשל""צ והסביבה",אוטומטית,1399.0,             שחור,שברולט, ספארק
4505,75000.0,2017.0,3.0,31000.0, תל אביב,אוטומטית,1490.0,             אפור מטאלי,שברולט, מאליבו
4507,7000.0,2009.0,1.0,49119.0, עמק יזרעאל,אוטומטית,1399.0,             כחול מטאלי,שברולט, אבאו
4508,22900.0,2012.0,2.0,146000.0, תל אביב,אוטומטית,2384.0,             זהב מטאלי,שברולט, מאליבו
4509,62500.0,2015.0,2.0,54000.0, עכו - נהריה,אוטומטית,1998.0,             כסף מטלי,שברולט, מאליבו
4510,20000.0,2010.0,4.0,148000.0, רמת גן - גבעתיים,אוטומטית,3500.0,             אפור,שברולט, מאליבו
4511,60000.0,2016.0,1.0,124000.0, באר שבע והסביבה,אוטומטית,1490.0,             שחור מטאלי,שברולט, מאליבו
4512,94000.0,2015.0,2.0,67000.0, עכו - נהריה,אוטומטית,3564.0,             שחור מטאלי,שברולט, אימפלה
4513,50000.0,2014.0,3.0,82000.0, בקעת אונו,אוטומטית,1364.0,             שחור מטאלי,שברולט, טראקס
4514,29000.0,2015.0,1.0,63000.0, קריות,אוטומטית,1362.0,             כסוף,שברולט, קרוז
4515,128000.0,2019.0,1.0,69300.0, יישובי השומרון,אוטומטית,3564.0,             לבן,שברולט, אימפלה
4516,6500.0,2006.0,4.0,230000.0, תל אביב,אוטומטית,1399.0,             כסף מטלי,שברולט, אבאו
4517,92000.0,2016.0,2.0,115000.0," ראשל""צ והסביבה",אוטומטית,3564.0,             לבן פנינה,שברולט, אימפלה
4518,16000.0,2008.0,3.0,175000.0," ראשל""צ והסביבה",אוטומטית,3500.0,             זהב מטאלי,שברולט, מאליבו
4519,35000.0,2015.0,1.0,53000.0, פתח תקוה והסביבה,אוטומטית,1598.0,             שחור מטאלי,שברולט, סוניק
4520,62000.0,2015.0,2.0,79000.0, עמק יזרעאל,אוטומטית,1998.0,             לבן מטאלי,שברולט, מאליבו
4523,23500.0,2012.0,3.0,150000.0, פתח תקוה והסביבה,אוטומטית,1364.0,             לבן,שברולט, קרוז
4524,132000.0,2011.0,6.0,192000.0, גדרה יבנה והסביבה,אוטומטית,3604.0,             לבן,שברולט, קאמארו
4525,34000.0,2013.0,2.0,175000.0, טבריה והסביבה,אוטומטית,1998.0,             שחור,שברולט, אורלנדו
4526,8500.0,2005.0,2.0,119000.0, פתח תקוה והסביבה,אוטומטית,1399.0,             כחול,שברולט, אבאו
4527,90000.0,2017.0,2.0,36000.0, תל אביב,אוטומטית,1490.0,             שחור,שברולט, מאליבו
4529,12000.0,2010.0,2.0,107000.0, ירושלים והסביבה,אוטומטית,1598.0,             תכלת מטאלי,שברולט, קרוז
4530,10000.0,2010.0,5.0,143000.0, רמלה - לוד,אוטומטית,1598.0,             תכלת,שברולט, קרוז
4531,15000.0,2007.0,3.0,199000.0, פתח תקוה והסביבה,אוטומטית,3500.0,             אפור,שברולט, מאליבו
4532,9500.0,2009.0,2.0,86000.0, נתניה והסביבה,אוטומטית,1399.0,             כחול מטאלי,שברולט, אבאו
4534,26700.0,2011.0,2.0,290000.0, מושבים בצפון,אוטומטית,2384.0,             כסוף,שברולט, מאליבו
4535,25900.0,2012.0,1.0,100000.0, כרמיאל והסביבה,אוטומטית,1598.0,             לבן,שברולט, סוניק
4536,6500.0,2008.0,3.0,292900.0, מושבים בשפלה,אוטומטית,1399.0,             לבן,שברולט, אבאו
4537,26900.0,2016.0,5.0,86000.0, מודיעין והסביבה,אוטומטית,1362.0,             אפור,שברולט, קרוז
4538,36000.0,2014.0,3.0,204000.0, ירושלים והסביבה,אוטומטית,1998.0,             לבן,שברולט, אורלנדו
4539,26500.0,2011.0,4.0,164000.0, אשדוד - אשקלון,אוטומטית,2384.0,             לבן,שברולט, מאליבו
4542,11800.0,2006.0,3.0,177000.0, רמת גן - גבעתיים,אוטומטית,1590.0,             ברונזה,הונדה, סיוויק
4544,50000.0,2016.0,3.0,180000.0, באר שבע והסביבה,אוטומטית,1800.0,             ,הונדה, סיוויק
4545,27000.0,2011.0,2.0,210000.0, מושבים בדרום,אוטומטית,1339.0,             כסוף,הונדה, ג’אז
4546,79000.0,2018.0,1.0,27000.0, חיפה וחוף הכרמל,אוטומטית,1300.0,             שחור מטאלי,הונדה, ג’אז
4547,16000.0,2007.0,3.0,190000.0, פתח תקוה והסביבה,אוטומטית,2000.0,             ,הונדה, אקורד
4549,95000.0,2010.0,2.0,76000.0, מושבים בשפלה,אוטומטית,3500.0,             אפור עכבר,הונדה, אודיסיי
