,price,Year,Hand,Kilometer,Area,Gearbox,Engine capcity,Color,manufacturer,type
540,8000.0,2005.0,3.0,220000.0, בית שמש והסביבה,אוטומטית,1495.0,             אפור מטאלי,יונדאי, אקסנט
542,14000.0,2009.0,3.0,159000.0, פתח תקוה והסביבה,אוטומטית,1399.0,             לבן,יונדאי, אקסנט
543,5500.0,2006.0,4.0,226000.0, רעננה - כפר סבא,אוטומטית,1599.0,             לבן,יונדאי, אקסנט
544,10500.0,2009.0,3.0,243000.0, באר שבע והסביבה,אוטומטית,1399.0,             אפור מטאלי,יונדאי, אקסנט
545,13000.0,2011.0,3.0,226263.0, עכו - נהריה,אוטומטית,1399.0,             לבן,יונדאי, אקסנט
546,8000.0,2007.0,5.0,213000.0, זכרון - בנימינה,אוטומטית,1399.0,             כסוף,יונדאי, אקסנט
547,5500.0,2004.0,4.0,220000.0, ירושלים והסביבה,אוטומטית,1495.0,             לבן,יונדאי, אקסנט
548,5000.0,2004.0,4.0,250000.0, חולון - בת ים,אוטומטית,1495.0,             אפור,יונדאי, אקסנט
549,10000.0,2008.0,3.0,200000.0, מושבים בשרון,אוטומטית,1599.0,             לבן,יונדאי, אקסנט
550,7500.0,2008.0,4.0,110000.0, קריות,אוטומטית,1599.0,             חום מטאלי,יונדאי, אקסנט
551,13000.0,2009.0,2.0,240000.0, רמלה - לוד,אוטומטית,1399.0,             אפור,יונדאי, אקסנט
553,6000.0,2006.0,3.0,200000.0, באר שבע והסביבה,אוטומטית,1599.0,             לבן,יונדאי, אקסנט
554,10500.0,2008.0,3.0,210000.0, נתניה והסביבה,אוטומטית,1399.0,             תכלת,יונדאי, אקסנט
555,8000.0,2008.0,2.0,300000.0, רעננה - כפר סבא,אוטומטית,1399.0,             כסוף,יונדאי, אקסנט
557,6900.0,2002.0,4.0,120000.0, רמת גן - גבעתיים,אוטומטית,1495.0,             כסוף,יונדאי, אקסנט
558,11000.0,2007.0,6.0,204000.0, נס ציונה - רחובות,אוטומטית,1599.0,             כסוף,יונדאי, אקסנט
559,16500.0,2009.0,3.0,145000.0, נס ציונה - רחובות,אוטומטית,1399.0,             תכלת מטאלי,יונדאי, אקסנט
560,15000.0,2007.0,2.0,230000.0," ראשל""צ והסביבה",אוטומטית,1399.0,             לבן,יונדאי, אקסנט
561,8000.0,2008.0,3.0,268000.0, עכו - נהריה,אוטומטית,1399.0,             לבן,יונדאי, אקסנט
562,3000.0,2005.0,3.0,300000.0, נתניה והסביבה,אוטומטית,1495.0,             לבן,יונדאי, אקסנט
563,13500.0,2010.0,4.0,191000.0, באר שבע והסביבה,אוטומטית,1399.0,             לבן,יונדאי, אקסנט
564,11000.0,2008.0,3.0,191000.0, עמק יזרעאל,אוטומטית,1399.0,             לבן,יונדאי, אקסנט
565,7500.0,2007.0,2.0,240000.0, מושבים בצפון,אוטומטית,1599.0,             כסוף,יונדאי, אקסנט
566,15000.0,2007.0,2.0,160000.0, גדרה יבנה והסביבה,אוטומטית,1599.0,             לבן,יונדאי, אקסנט
568,12000.0,2010.0,2.0,288720.0, עכו - נהריה,אוטומטית,1399.0,             אפור,יונדאי, אקסנט
569,12000.0,2009.0,3.0,165000.0, נס ציונה - רחובות,אוטומטית,1599.0,             אפור מטאלי,יונדאי, אקסנט
570,12000.0,2011.0,1.0,199334.0, מושבים בצפון,אוטומטית,1399.0,             כחול בהיר,יונדאי, אקסנט
573,4900.0,2006.0,3.0,210000.0, מודיעין והסביבה,אוטומטית,1495.0,             תכלת מטאלי,יונדאי, אקסנט
575,13000.0,2008.0,3.0,150000.0, עכו - נהריה,אוטומטית,1399.0,             כסוף מטאלי,יונדאי, אקסנט
576,4500.0,2005.0,4.0,175860.0, באר שבע והסביבה,אוטומטית,1495.0,             אפור מטאלי,יונדאי, אקסנט
578,3000.0,2006.0,3.0,230000.0, ירושלים והסביבה,אוטומטית,1495.0,             כסוף מטאלי,יונדאי, אקסנט
581,62000.0,2015.0,2.0,87000.0, גדרה יבנה והסביבה,אוטומטית,1395.0,             כסוף מטאלי,פולקסווגן, גולף
582,88000.0,2015.0,2.0,97000.0, מושבים בשרון,אוטומטית,1800.0,             ,פולקסווגן, פולו
584,31000.0,2012.0,4.0,195650.0, חיפה וחוף הכרמל,אוטומטית,1197.0,             כסוף מטאלי,פולקסווגן, פולו
586,13500.0,2006.0,4.0,160000.0, נס ציונה - רחובות,אוטומטית,2000.0,             שחור מטאלי,פולקסווגן, גולף
587,47500.0,2014.0,1.0,149000.0, ירושלים והסביבה,אוטומטית,1200.0,             טורקיז,פולקסווגן, גולף
588,37000.0,2014.0,4.0,97000.0, מושבים בצפון,אוטומטית,1200.0,             לבן,פולקסווגן, ג’טה
589,34000.0,2013.0,3.0,126000.0, קריות,אוטומטית,1200.0,             לבן מטאלי,פולקסווגן, ג’טה
590,15000.0,2007.0,2.0,240000.0, ירושלים והסביבה,אוטומטית,1800.0,             ירוק מטאלי,פולקסווגן, פאסאט
591,20500.0,2007.0,3.0,173000.0, בית שמש והסביבה,אוטומטית,1600.0,             לבן,פולקסווגן, פולו
592,18000.0,2009.0,6.0,220000.0, באר שבע והסביבה,אוטומטית,1800.0,             ,פולקסווגן, פאסאט
593,46000.0,2013.0,3.0,108000.0, רעננה - כפר סבא,אוטומטית,1395.0,             תכלת מטאלי,פולקסווגן, גולף
594,40000.0,2013.0,2.0,68000.0, חיפה וחוף הכרמל,אוטומטית,1197.0,             אדום,פולקסווגן, פולו
595,13500.0,2010.0,3.0,240000.0, נתניה והסביבה,אוטומטית,1390.0,             לבן,פולקסווגן, פולו
597,9500.0,2005.0,3.0,269000.0, רמת גן - גבעתיים,אוטומטית,1781.0,             כסוף,פולקסווגן, פאסאט
598,14000.0,2006.0,3.0,191000.0, פתח תקוה והסביבה,ידנית,1595.0,             כסוף מטאלי,פולקסווגן, גולף
599,15000.0,2008.0,2.0,324000.0, ירושלים והסביבה,אוטומטית,1984.0,             שחור מטאלי,פולקסווגן, ג’טה
600,65000.0,2014.0,1.0,10.0, חולון - בת ים,אוטומטית,1798.0,             כחול כהה מטאלי,פולקסווגן, פאסאט
601,130000.0,2020.0,2.0,50000.0, מושבים בצפון,אוטומטית,1498.0,             לבן,פולקסווגן, גולף
602,47000.0,2014.0,1.0,149000.0, בית שמש והסביבה,אוטומטית,1197.0,             טורקיז,פולקסווגן, גולף
603,70000.0,2012.0,5.0,160000.0, ירושלים והסביבה,אוטומטית,1984.0,             לבן פנינה,פולקסווגן, גולף
604,86000.0,2012.0,2.0,150000.0, פתח תקוה והסביבה,אוטומטית,1984.0,             לבן,פולקסווגן, גולף
605,26000.0,2012.0,3.0,148000.0, בקעת אונו,ידנית,1390.0,             אפור מטאלי,פולקסווגן, פולו
606,15000.0,2011.0,1.0,300000.0, עמק יזרעאל,אוטומטית,1595.0,             שחור מטאלי,פולקסווגן, ג’טה
607,32000.0,2011.0,3.0,162000.0, ירושלים והסביבה,אוטומטית,1197.0,             אפור מטאלי,פולקסווגן, גולף
608,30000.0,2011.0,5.0,157000.0, עכו - נהריה,אוטומטית,1595.0,             אפור מטאלי,פולקסווגן, גולף
609,11000.0,2003.0,4.0,262000.0, יישובי השומרון,אוטומטית,1595.0,             לבן,פולקסווגן, גולף
611,57000.0,2010.0,2.0,140000.0, באר שבע והסביבה,ידנית,1390.0,             לבן פנינה,פולקסווגן, שירוקו
612,43000.0,2013.0,1.0,159000.0, מושבים בשפלה,אוטומטית,1197.0,             אפור מטאלי,פולקסווגן, ג’טה
613,18000.0,2005.0,1.0,63000.0," ראשל""צ והסביבה",אוטומטית,1984.0,             כסוף,פולקסווגן, גולף
616,19000.0,2010.0,2.0,190000.0, עכו - נהריה,אוטומטית,1595.0,             אפור,פולקסווגן, ג’טה
617,15000.0,2009.0,5.0,177000.0, פתח תקוה והסביבה,אוטומטית,1798.0,             אפור מטאלי,פולקסווגן, פאסאט
618,25500.0,2008.0,2.0,200000.0, באר שבע והסביבה,אוטומטית,1984.0,             שחור מטאלי,פולקסווגן, פאסאט
619,78000.0,2011.0,5.0,127000.0, גדרה יבנה והסביבה,אוטומטית,1984.0,             אדום מטאלי,פולקסווגן, גולף
620,18000.0,2010.0,5.0,200000.0, מושבים בצפון,אוטומטית,1598.0,             לבן,פולקסווגן, ג’טה
622,15000.0,2008.0,2.0,120000.0, תל אביב,אוטומטית,1390.0,             שחור,פולקסווגן, פולו
623,26000.0,2011.0,3.0,172500.0, מושבים בשפלה,אוטומטית,1595.0,             שחור מטאלי,פולקסווגן, גולף
625,9800.0,2005.0,3.0,385.0, פתח תקוה והסביבה,אוטומטית,1896.0,             ירוק מטאלי,פולקסווגן, פאסאט
627,19800.0,2008.0,2.0,230000.0, ירושלים והסביבה,אוטומטית,1390.0,             אפור עכבר,פולקסווגן, טוראן
628,12500.0,2009.0,3.0,160000.0, מושבים בצפון,אוטומטית,1595.0,             לבן,פולקסווגן, ג’טה
630,21000.0,2009.0,4.0,149000.0, רמלה - לוד,אוטומטית,1595.0,             לבן,פולקסווגן, גולף
632,10000.0,2002.0,3.0,160000.0, זכרון - בנימינה,אוטומטית,1984.0,             ירוק מטאלי,פולקסווגן, פאסאט
633,88000.0,2011.0,1.0,210000.0, עכו - נהריה,אוטומטית,1984.0,             שחור,פולקסווגן, שירוקו
634,15500.0,2007.0,2.0,235000.0, ירושלים והסביבה,אוטומטית,1968.0,             ירוק בקבוק,פולקסווגן, פאסאט
635,25000.0,2011.0,2.0,274500.0, ירושלים והסביבה,אוטומטית,1798.0,             שחור,פולקסווגן, פאסאט
636,10000.0,2003.0,2.0,260000.0, זכרון - בנימינה,אוטומטית,1784.0,             לבן,פולקסווגן, פאסאט
637,10000.0,2004.0,6.0,270000.0, תל אביב,ידנית,1595.0,             לבן,פולקסווגן, גולף
638,23000.0,2012.0,3.0,230000.0, ירושלים והסביבה,ידנית,1598.0,             לבן,פולקסווגן, ג’טה
639,22000.0,2010.0,4.0,195.0, מושבים בדרום,אוטומטית,1390.0,             לבן,פולקסווגן, פולו
640,11500.0,2011.0,4.0,300000.0, באר שבע והסביבה,אוטומטית,1595.0,             כחול בהיר מטאלי,פולקסווגן, ג’טה
641,25000.0,2008.0,3.0,162000.0, ירושלים והסביבה,אוטומטית,1984.0,             שחור,פולקסווגן, פאסאט
644,85000.0,2014.0,6.0,12000.0, נס ציונה - רחובות,אוטומטית,1390.0,             אפור מטאלי,פולקסווגן, פולו
645,27000.0,2011.0,2.0,197000.0, זכרון - בנימינה,אוטומטית,1390.0,             לבן,פולקסווגן, גולף
646,42000.0,2010.0,4.0,8000.0, באר שבע והסביבה,אוטומטית,1798.0,             אפור מטאלי,פולקסווגן, פאסאט
647,115000.0,2018.0,2.0,94000.0, ירושלים והסביבה,אוטומטית,1798.0,             לבן,פולקסווגן, פאסאט
648,24000.0,2008.0,3.0,158000.0, אשדוד - אשקלון,אוטומטית,1390.0,             לבן,פולקסווגן, טוראן
649,32000.0,2012.0,2.0,166000.0, מושבים בצפון,אוטומטית,1197.0,             לבן,פולקסווגן, גולף
650,40000.0,2013.0,2.0,170000.0, ירושלים והסביבה,אוטומטית,1800.0,             לבן,פולקסווגן, פאסאט
651,31000.0,2011.0,1.0,136000.0, מושבים בצפון,אוטומטית,1595.0,             לבן,פולקסווגן, גולף
655,25000.0,2010.0,2.0,122550.0, תל אביב,אוטומטית,1197.0,             כחול מטאלי,פולקסווגן, פולו
657,61000.0,2017.0,2.0,108000.0, באר שבע והסביבה,אוטומטית,1197.0,             אפור מטאלי,פולקסווגן, ג’טה
658,12999.0,2007.0,4.0,215000.0, מושבים בצפון,אוטומטית,1595.0,             אפור,פולקסווגן, גולף
660,32000.0,2013.0,4.0,160000.0, חולון - בת ים,אוטומטית,1197.0,             שחור,פולקסווגן, ג’טה
661,30000.0,2008.0,2.0,306000.0, גדרה יבנה והסביבה,אוטומטית,1896.0,             אפור מטאלי,פולקסווגן, טוראן
662,50000.0,2014.0,1.0,82100.0, חיפה וחוף הכרמל,אוטומטית,1395.0,             אפור,פולקסווגן, גולף
664,45000.0,2013.0,2.0,72000.0, מושבים בדרום,אוטומטית,1197.0,             לבן,פולקסווגן, ג’טה
665,8500.0,2004.0,3.0,85000.0, קריות,אוטומטית,1390.0,             כסוף,פולקסווגן, פולו
666,112000.0,2018.0,1.0,42222.0, תל אביב,אוטומטית,1197.0,             אדום,פולקסווגן, חיפושית
667,35000.0,2013.0,3.0,180000.0, מושבים בצפון,אוטומטית,1197.0,             שחור,פולקסווגן, ג’טה
669,80000.0,2018.0,2.0,90000.0, בקעת אונו,אוטומטית,1395.0,             שחור מטאלי,פולקסווגן, גולף
671,48000.0,2014.0,2.0,125000.0, באר שבע והסביבה,אוטומטית,1197.0,             אפור עכבר,פולקסווגן, גולף
672,114000.0,2017.0,1.0,107000.0, אשדוד - אשקלון,אוטומטית,1798.0,             לבן,פולקסווגן, פאסאט
673,31000.0,2013.0,2.0,175000.0, ירושלים והסביבה,אוטומטית,1798.0,             לבן פנינה,פולקסווגן, פאסאט
676,34000.0,2012.0,3.0,200000.0, רמלה - לוד,אוטומטית,1798.0,             אפור מטאלי,פולקסווגן, פאסאט
677,21999.0,2013.0,3.0,260000.0, מושבים בשפלה,אוטומטית,1390.0,             שחור,פולקסווגן, פולו
678,92000.0,2015.0,2.0,66000.0, באר שבע והסביבה,אוטומטית,1798.0,             שחור מטאלי,פולקסווגן, פאסאט
679,37000.0,2013.0,2.0,280000.0, אשדוד - אשקלון,אוטומטית,1968.0,             לבן,פולקסווגן, פאסאט
680,37000.0,2012.0,3.0,155000.0, בית שמש והסביבה,אוטומטית,1197.0,             שחור,פולקסווגן, ג’טה
681,87000.0,2016.0,1.0,67000.0, קריות,אוטומטית,1395.0,             לבן,פולקסווגן, גולף
682,81500.0,2016.0,2.0,96000.0, נס ציונה - רחובות,אוטומטית,1395.0,             אפור מטאלי,פולקסווגן, גולף
683,40000.0,2013.0,2.0,147.0, חיפה וחוף הכרמל,אוטומטית,1798.0,             לבן,פולקסווגן, פאסאט
684,76000.0,2011.0,2.0,124000.0, תל אביב,אוטומטית,1984.0,             לבן פנינה,פולקסווגן, גולף
685,35900.0,2012.0,2.0,130000.0, מושבים בשרון,אוטומטית,1798.0,             לבן,פולקסווגן, פאסאט
686,80000.0,2015.0,2.0,115600.0, רמת גן - גבעתיים,אוטומטית,1395.0,             כחול כהה מטאלי,פולקסווגן, גולף
687,19500.0,2009.0,2.0,197500.0, רמת השרון - הרצליה,אוטומטית,1595.0,             שחור,פולקסווגן, גולף
688,199999.0,2015.0,2.0,213000.0, בית שמש והסביבה,אוטומטית,1984.0,             שחור מטאלי,פולקסווגן, גולף
689,45000.0,2012.0,2.0,200000.0, פתח תקוה והסביבה,אוטומטית,1798.0,             שחור מטאלי,פולקסווגן, פאסאט
690,40000.0,2013.0,5.0,136000.0, גליל ועמקים,אוטומטית,1798.0,             לבן,פולקסווגן, פאסאט
691,41999.0,2014.0,4.0,101800.0, מושבים בצפון,אוטומטית,1197.0,             לבן,פולקסווגן, פולו
692,69000.0,2017.0,2.0,83000.0, תל אביב,אוטומטית,1197.0,             אפור עכבר,פולקסווגן, פולו
693,75000.0,2015.0,3.0,103000.0, אשדוד - אשקלון,אוטומטית,1395.0,             אפור מטאלי,פולקסווגן, גולף
694,41000.0,2014.0,3.0,126000.0, מושבים בצפון,אוטומטית,1197.0,             לבן,פולקסווגן, ג’טה
696,87000.0,2017.0,1.0,230000.0, תל אביב,אוטומטית,1968.0,             לבן,פולקסווגן, פאסאט
697,45000.0,2014.0,3.0,95100.0, ירושלים והסביבה,אוטומטית,1395.0,             לבן,פולקסווגן, גולף
698,33000.0,2014.0,3.0,244000.0, מושבים בשרון,אוטומטית,1197.0,             לבן שנהב,פולקסווגן, ג’טה
699,29000.0,2012.0,2.0,140000.0, באר שבע והסביבה,אוטומטית,1197.0,             שחור מטאלי,פולקסווגן, ג’טה
700,12000.0,2010.0,3.0,25000.0, מושבים בצפון,אוטומטית,1595.0,             לבן,פולקסווגן, ג’טה
701,35000.0,2011.0,4.0,79000.0, אשדוד - אשקלון,אוטומטית,1390.0,             כסוף מטאלי,פולקסווגן, גולף
702,90000.0,2017.0,3.0,56000.0, באר שבע והסביבה,אוטומטית,1395.0,             לבן,פולקסווגן, גולף
703,16000.0,2007.0,3.0,150000.0, ירושלים והסביבה,אוטומטית,1598.0,             כחול בהיר מטאלי,פולקסווגן, פולו
705,26000.0,2009.0,2.0,295000.0, רמת השרון - הרצליה,אוטומטית,1390.0,             אפור עכבר,פולקסווגן, גולף
707,6500.0,2002.0,5.0,219000.0, יישובי השומרון,אוטומטית,1595.0,             כסוף מטאלי,פולקסווגן, גולף
708,9400.0,2004.0,4.0,328000.0, גליל ועמקים,ידנית,1896.0,             לבן,פולקסווגן, גולף
709,60000.0,2011.0,4.0,96000.0, ירושלים והסביבה,ידנית,1390.0,             שחור מטאלי,פולקסווגן, שירוקו
710,50000.0,2011.0,3.0,185000.0, מושבים בצפון,אוטומטית,1984.0,             לבן פנינה,פולקסווגן, פאסאט
711,20000.0,2008.0,4.0,178000.0, באר שבע והסביבה,אוטומטית,1984.0,             אפור מטאלי,פולקסווגן, גולף
714,30000.0,2011.0,2.0,280000.0, קריות,אוטומטית,1595.0,             אפור מטאלי,פולקסווגן, ג’טה
715,50000.0,2008.0,3.0,150000.0, רעננה - כפר סבא,אוטומטית,2500.0,             קרם,פולקסווגן, חיפושית
717,9500.0,2004.0,3.0,126000.0, חיפה וחוף הכרמל,אוטומטית,1390.0,             כסוף,פולקסווגן, פולו
718,32500.0,2011.0,3.0,130000.0, רמת גן - גבעתיים,אוטומטית,1390.0,             כחול כהה מטאלי,פולקסווגן, גולף
719,11900.0,2008.0,5.0,138500.0, זכרון - בנימינה,אוטומטית,1390.0,             כסף מטלי,פולקסווגן, פולו
720,85000.0,2014.0,2.0,44000.0, תל אביב,אוטומטית,1390.0,             לבן,פולקסווגן, פולו
721,17000.0,2008.0,4.0,118000.0, באר שבע והסביבה,אוטומטית,1595.0,             שחור,פולקסווגן, גולף
722,23000.0,2009.0,2.0,130000.0, זכרון - בנימינה,אוטומטית,1390.0,             כחול בהיר מטאלי,פולקסווגן, גולף
723,19000.0,2011.0,3.0,230000.0, תל אביב,אוטומטית,1197.0,             כחול כהה,פולקסווגן, פולו
724,48000.0,2012.0,3.0,230000.0, מושבים בצפון,אוטומטית,1798.0,             שחור מטאלי,פולקסווגן, פאסאט
725,69000.0,2016.0,2.0,120000.0, חולון - בת ים,אוטומטית,1395.0,             שחור,פולקסווגן, פאסאט
726,8000.0,2004.0,3.0,320000.0, ירושלים והסביבה,אוטומטית,1896.0,             כחול בהיר,פולקסווגן, פאסאט
727,65000.0,2016.0,2.0,92000.0," ראשל""צ והסביבה",אוטומטית,1395.0,             לבן פנינה,פולקסווגן, ג’טה
728,50000.0,2015.0,1.0,100000.0, ירושלים והסביבה,אוטומטית,1197.0,             שחור מטאלי,פולקסווגן, פולו
729,85000.0,2015.0,3.0,116000.0, אשדוד - אשקלון,אוטומטית,1798.0,             לבן פנינה,פולקסווגן, פאסאט
730,53000.0,2012.0,3.0,175.0, יישובי השומרון,אוטומטית,1390.0,             שחור מטאלי,פולקסווגן, שירוקו
731,100000.0,2016.0,2.0,108000.0, מושבים בדרום,אוטומטית,1798.0,             לבן מטאלי,פולקסווגן, פאסאט
732,10000.0,2008.0,5.0,255000.0, בקעת אונו,אוטומטית,1595.0,             ירוק בקבוק,פולקסווגן, גולף
733,78000.0,2016.0,1.0,133000.0, מושבים בצפון,אוטומטית,1395.0,             לבן,פולקסווגן, גולף
734,27000.0,2012.0,2.0,202000.0, גדרה יבנה והסביבה,ידנית,1598.0,             לבן,פולקסווגן, ג’טה
736,45000.0,2014.0,2.0,158000.0, מושבים בדרום,אוטומטית,1197.0,             לבן,פולקסווגן, גולף
737,22000.0,2012.0,1.0,193000.0, ירושלים והסביבה,ידנית,1390.0,             אפור מטאלי,פולקסווגן, פולו
738,38000.0,2010.0,5.0,165000.0, רמלה - לוד,אוטומטית,1390.0,             לבן פנינה,פולקסווגן, שירוקו
740,45000.0,2014.0,2.0,135000.0, רמת גן - גבעתיים,אוטומטית,1197.0,             שחור מטאלי,פולקסווגן, ג’טה
742,129500.0,2018.0,2.0,102000.0," ראשל""צ והסביבה",אוטומטית,1798.0,             לבן פנינה,פולקסווגן, פאסאט
743,100000.0,2017.0,1.0,15000.0, תל אביב,אוטומטית,1395.0,             אפור עכבר,פולקסווגן, גולף
744,64000.0,2015.0,2.0,86000.0, נס ציונה - רחובות,אוטומטית,1395.0,             לבן,פולקסווגן, גולף
745,165000.0,2017.0,2.0,48000.0, מושבים בצפון,אוטומטית,1984.0,             אפור מטאלי,פולקסווגן, גולף
746,13000.0,2009.0,2.0,205500.0, מושבים בשרון,אוטומטית,1896.0,             אפור מטאלי,פולקסווגן, ג’טה
747,10500.0,2003.0,5.0,180000.0, מושבים בצפון,אוטומטית,2324.0,             אפור עכבר,פולקסווגן, גולף
748,108000.0,2017.0,2.0,55000.0, מושבים בצפון,ידנית,1798.0,             כסף מטלי,פולקסווגן, פולו
749,75000.0,2010.0,5.0,190000.0, עכו - נהריה,אוטומטית,1984.0,             שחור מטאלי,פולקסווגן, שירוקו
750,33900.0,2015.0,3.0,180000.0, חיפה וחוף הכרמל,אוטומטית,1197.0,             שחור מטאלי,פולקסווגן, ג’טה
751,49000.0,2011.0,4.0,180.0, אילת והערבה,אוטומטית,1390.0,             שחור מטאלי,פולקסווגן, שירוקו
752,56000.0,2017.0,2.0,118000.0, באר שבע והסביבה,אוטומטית,1197.0,             אפור מטאלי,פולקסווגן, ג’טה
753,36000.0,2015.0,2.0,135000.0, פתח תקוה והסביבה,אוטומטית,1197.0,             שחור,פולקסווגן, ג’טה
755,21000.0,2009.0,3.0,195000.0, בית שמש והסביבה,אוטומטית,1390.0,             שמפניה,פולקסווגן, גולף
756,76000.0,2007.0,3.0,175000.0, פתח תקוה והסביבה,אוטומטית,1984.0,             לבן,פולקסווגן, גולף
757,45000.0,2011.0,5.0,130000.0, אילת והערבה,אוטומטית,1798.0,             אפור מטאלי,פולקסווגן, פאסאט
758,38000.0,2010.0,3.0,78000.0, בית שמש והסביבה,אוטומטית,1595.0,             לבן מטאלי,פולקסווגן, גולף
759,33900.0,2011.0,2.0,155000.0, חיפה וחוף הכרמל,טיפטרוניק,1798.0,             שחור מטאלי,פולקסווגן, פאסאט
760,51000.0,2014.0,2.0,123000.0, פתח תקוה והסביבה,אוטומטית,1197.0,             תכלת מטאלי,פולקסווגן, גולף
761,45000.0,2014.0,2.0,192000.0, מודיעין והסביבה,אוטומטית,1395.0,             לבן,פולקסווגן, גולף
784,115000.0,2014.0,3.0,133000.0, רעננה - כפר סבא,אוטומטית,1984.0,             לבן,פולקסווגן, גולף
806,47000.0,2013.0,3.0,123000.0, מושבים בצפון,אוטומטית,1390.0,             אפור,פולקסווגן, גולף
808,18500.0,2007.0,3.0,133000.0, חיפה וחוף הכרמל,אוטומטית,1595.0,             לבן,פולקסווגן, גולף
812,10000.0,2004.0,3.0,103000.0, חיפה וחוף הכרמל,אוטומטית,1595.0,             כסף מטלי,פולקסווגן, גולף
813,50000.0,2007.0,5.0,155000.0, נס ציונה - רחובות,אוטומטית,1984.0,             לבן מטאלי,פולקסווגן, גולף
815,31990.0,2011.0,1.0,152000.0, מודיעין והסביבה,אוטומטית,1390.0,             לבן,פולקסווגן, גולף
816,39000.0,2011.0,4.0,160000.0, ירושלים והסביבה,אוטומטית,1390.0,             לבן,פולקסווגן, גולף
820,125000.0,2020.0,1.0,40000.0, יישובי השומרון,אוטומטית,1498.0,             לבן פנינה,פולקסווגן, גולף
821,10000.0,2005.0,2.0,135700.0, הוד השרון והסביבה,אוטומטית,1595.0,             כחול כהה,פולקסווגן, גולף
822,100000.0,2018.0,1.0,40000.0, פתח תקוה והסביבה,אוטומטית,1395.0,             שחור מטאלי,פולקסווגן, גולף
827,121000.0,2020.0,2.0,9000.0, מושבים בצפון,אוטומטית,1498.0,             לבן,פולקסווגן, גולף
831,14500.0,2006.0,1.0,185000.0, ירושלים והסביבה,אוטומטית,1595.0,             אפור מטאלי,פולקסווגן, גולף
833,74000.0,2016.0,1.0,140000.0, נתניה והסביבה,אוטומטית,1395.0,             כחול בהיר,פולקסווגן, גולף
834,72000.0,2016.0,2.0,80000.0, תל אביב,אוטומטית,1395.0,             כחול כהה,פולקסווגן, גולף
837,40000.0,2008.0,5.0,173000.0, מושבים בצפון,אוטומטית,1984.0,             לבן,פולקסווגן, גולף
840,82000.0,2016.0,2.0,110000.0, חדרה וישובי עמק חפר,אוטומטית,1395.0,             לבן,פולקסווגן, גולף
842,5500.0,2003.0,1.0,229000.0, רמת השרון - הרצליה,אוטומטית,1984.0,             כחול כהה,פולקסווגן, גולף
844,27000.0,2010.0,3.0,191000.0, חדרה וישובי עמק חפר,אוטומטית,1390.0,             אפור מטאלי,פולקסווגן, גולף
845,30000.0,2009.0,4.0,190000.0, מושבים בצפון,אוטומטית,1390.0,             שחור,פולקסווגן, גולף
846,37000.0,2011.0,2.0,125000.0, חיפה וחוף הכרמל,אוטומטית,1595.0,             כחול כהה מטאלי,פולקסווגן, גולף
847,74500.0,2016.0,1.0,73200.0, תל אביב,אוטומטית,1395.0,             לבן,פולקסווגן, גולף
848,13500.0,2008.0,2.0,255000.0, תל אביב,ידנית,1595.0,             שחור,פולקסווגן, גולף
849,87000.0,2017.0,1.0,112000.0, באר שבע והסביבה,אוטומטית,1395.0,             לבן,פולקסווגן, גולף
850,13000.0,2008.0,4.0,250000.0, מושבים בצפון,אוטומטית,1984.0,             שחור,פולקסווגן, גולף
851,39000.0,2010.0,1.0,120000.0, באר שבע והסביבה,אוטומטית,1595.0,             שחור מטאלי,פולקסווגן, גולף
852,66000.0,2015.0,2.0,75000.0, רמלה - לוד,אוטומטית,1395.0,             אפור מטאלי,פולקסווגן, גולף
854,92000.0,2012.0,2.0,107000.0, תל אביב,אוטומטית,1984.0,             לבן,פולקסווגן, גולף
855,77000.0,2016.0,3.0,74000.0, תל אביב,אוטומטית,1395.0,             לבן,פולקסווגן, גולף
857,29000.0,2011.0,2.0,180000.0, מודיעין והסביבה,אוטומטית,1390.0,             אפור מטאלי,פולקסווגן, גולף
858,40000.0,2008.0,3.0,72000.0, נס ציונה - רחובות,אוטומטית,1390.0,             שחור מטאלי,פולקסווגן, גולף
859,9000.0,2003.0,3.0,145000.0, באר שבע והסביבה,אוטומטית,1984.0,             כחול מטאלי,פולקסווגן, גולף
860,33000.0,2013.0,3.0,177000.0, באר שבע והסביבה,אוטומטית,1197.0,             לבן,פולקסווגן, גולף
861,65000.0,2015.0,2.0,107000.0, תל אביב,אוטומטית,1395.0,             לבן,פולקסווגן, גולף
862,45000.0,2013.0,4.0,84000.0, ירושלים והסביבה,אוטומטית,1197.0,             לבן,פולקסווגן, גולף
863,26000.0,2009.0,4.0,99000.0, נתניה והסביבה,אוטומטית,1595.0,             אפור מטאלי,פולקסווגן, גולף
864,150000.0,2015.0,2.0,56000.0, רעננה - כפר סבא,אוטומטית,1984.0,             שחור מטאלי,פולקסווגן, גולף
865,92000.0,2018.0,2.0,56000.0, נתניה והסביבה,אוטומטית,1395.0,             שחור,פולקסווגן, גולף
866,49000.0,2015.0,3.0,88000.0, חיפה וחוף הכרמל,אוטומטית,1197.0,             אפור עכבר,פולקסווגן, גולף
868,207000.0,2020.0,1.0,22000.0, תל אביב,אוטומטית,1984.0,             לבן,פולקסווגן, גולף
869,20000.0,2009.0,2.0,200000.0," ראשל""צ והסביבה",אוטומטית,1595.0,             אפור עכבר,פולקסווגן, גולף
